"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","gpu__time_duration.sum","launch__registers_per_thread","sm__throughput.avg.pct_of_peak_sustained_elapsed","sm__warps_active.avg.pct_of_peak_sustained_active"
"","","","","","","","","","","","","","%","us","register/thread","%","%"
"0","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<bool, bool, bool, at::BitwiseAndFunctor<bool>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","1","7","(128, 1, 1)","(2048, 1, 1)","0","10.0","7.124404","8.960000","20","28.566367","70.404397"
"1","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","1","7","(128, 1, 1)","(2048, 1, 1)","0","10.0","4.348589","10.784000","28","22.758226","75.462509"
"2","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","_fused_ln_mask_kernel","1","7","(128, 1, 1)","(262144, 1, 1)","0","10.0","71.617691","287.936000","25","79.861663","87.892174"
"3","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","1","7","(128, 1, 1)","(32, 1, 1)","0","10.0","2.595628","7.168000","20","0.440792","6.251277"
"4","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","1","7","(128, 1, 1)","(32, 1, 1)","0","10.0","2.759921","6.784000","20","0.407081","5.947120"
"5","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","1","7","(128, 1, 1)","(32, 1, 1)","0","10.0","2.576457","7.232000","20","0.435834","6.754504"
"6","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","1","7","(128, 1, 1)","(32, 1, 1)","0","10.0","2.600466","7.200000","20","0.408954","6.225151"
"7","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","kernel_cutlass_kernel_quackgemm_actGemmActSm100_object_at__TiledMMA_ThrLayoutVMNK11110000_PermutationMNK____MMAAtom_ThrID10_ShapeMNK12819216_TVLayoutA1128161281128_TVLayoutB1192161921192__0","1","7","(256, 1, 1)","(2731, 2, 1)","0","10.0","49.419207","150.304000","48","20.273780","10.836642"
"8","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","kernel_cutlass_kernel_quackgemm_actGemmActSm100_object_at__TiledMMA_ThrLayoutVMNK11110000_PermutationMNK____MMAAtom_ThrID10_ShapeMNK12819216_TVLayoutA1128161281128_TVLayoutB1192161921192__0","1","7","(256, 1, 1)","(2731, 2, 1)","0","10.0","50.988420","145.600000","48","20.304470","10.829131"
"9","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::vectorized_elementwise_kernel<8, at::sigmoid_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(131072, 1, 1)","0","10.0","39.964119","185.792000","32","84.064856","86.553184"
"10","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::vectorized_elementwise_kernel<8, at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>, std::array<char *, 3>>(int, T2, T3)","1","7","(128, 1, 1)","(131072, 1, 1)","0","10.0","81.883426","140.000000","40","32.851173","60.151807"
"11","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","kernel_cutlass_kernel_quackgemm_actGemmActSm100_object_at__TiledMMA_ThrLayoutVMNK11110000_PermutationMNK____MMAAtom_ThrID10_ShapeMNK12819216_TVLayoutA1128161281128_TVLayoutB1192161921192__0","1","7","(256, 1, 1)","(2731, 2, 1)","0","10.0","49.839254","149.344000","48","20.191735","10.830998"
"12","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","kernel_cutlass_kernel_quackgemm_actGemmActSm100_object_at__TiledMMA_ThrLayoutVMNK11110000_PermutationMNK____MMAAtom_ThrID10_ShapeMNK12819216_TVLayoutA1128161281128_TVLayoutB1192161921192__0","1","7","(256, 1, 1)","(2731, 2, 1)","0","10.0","50.848091","146.016000","48","20.408903","10.849556"
"13","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::vectorized_elementwise_kernel<8, at::sigmoid_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(131072, 1, 1)","0","10.0","40.220843","184.704000","32","83.979816","86.582011"
"14","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","void at::vectorized_elementwise_kernel<8, at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>, std::array<char *, 3>>(int, T2, T3)","1","7","(128, 1, 1)","(131072, 1, 1)","0","10.0","83.369421","137.632000","40","33.389948","59.616441"
"15","1610638","python3.12","127.0.0.1","1610638  ""<default domain>:PROFILE:none:none:none:none:none:none"" ","","nvjet_tst_256x256_64x4_2x1_2cta_v_bz_TNT","1","7","(256, 1, 1)","(2048, 1, 1)","0","10.0","33.206616","349.920000","168","75.386210","9.354276"
