"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","2.62",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.81",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","4123942",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","48.13",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","16.20",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","ms","2.27",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","48.25",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","30.59",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","4105958.27",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","47.64",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","SpeedOfLight","","","","SOLBottleneck","OPT","This workload exhibits low compute throughput and memory bandwidth utilization relative to the peak performance of this device. Achieved compute throughput and/or memory bandwidth below 60.0% of peak typically indicate latency issues. Look at Scheduler Statistics and Warp State Statistics for potential reasons.","",""
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (FP32) to double (FP64) performance on this device is 2:1. The workload achieved 12% of this device's FP32 peak performance and 0% of its FP64 peak performance. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","Maximum Buffer Size","Mbyte","100.66",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","Dropped Samples","sample","0",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","Maximum Sampling Interval","us","1.50",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","# Pass Groups","","1",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","1.91",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","1.91",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Issue Slots Busy","%","47.75",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","1.91",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","SM Busy","%","47.75",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","ALU is the highest-utilized pipeline (33.1%) based on active cycles, taking into account the rates of its different instructions. It executes integer and logic operations. It is well-utilized, but should not be a bottleneck.","",""
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Memory Throughput","Gbyte/s","543.20",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Mem Busy","%","48.13",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Max Bandwidth","%","38.45",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L1/TEX Hit Rate","%","65.23",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Ratio","%","0",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Input Sectors","sector","5117373",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Hit Rate","%","76.00",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Mem Pipes Busy","%","20.40",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Chart","","","","MemoryL2Compression","OPT","Out of the 163755936.0 bytes sent to the L2 Compression unit only 0.00% were successfully compressed. To increase this success rate, consider marking only those memory regions as compressible that contain the most zero values and/or expose the most homogeneous values.","global","13.61"
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global loads from L1TEX might not be optimal. On average, only 17.6 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global loads.","global","21.61"
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global stores to L1TEX might not be optimal. On average, only 22.1 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global stores.","global","14.96"
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","SharedMemoryConflicts","OPT","The memory access pattern for shared stores might not be optimal and causes on average a 23.8 - way bank conflict across all 2507808 shared store requests.This results in 6753809 bank conflicts,  which represent 11.32% of the overall 59677951 wavefronts for shared stores. Check the Source Counters section for uncoalesced shared stores.","global","5.46"
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Scheduler Statistics","One or More Eligible","%","47.72",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Scheduler Statistics","Issued Warp Per Scheduler","","0.48",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Scheduler Statistics","No Eligible","%","52.28",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Scheduler Statistics","Active Warps Per Scheduler","warp","3.01",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Scheduler Statistics","Eligible Warps Per Scheduler","warp","0.72",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","SchedulerStats","","","","IssueSlotUtilization","OPT","Every scheduler is capable of issuing one instruction per cycle, but for this workload each scheduler only issues an instruction every 2.1 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 16 warps per scheduler, this workload allocates an average of 3.01 active warps per scheduler, but only an average of 0.72 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, avoid possible load imbalances due to highly different execution durations per warp. Reducing stalls indicated on the Warp State Statistics and Source Counters sections can help, too.","local","51.87"
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","6.30",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","6.30",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Warp State Statistics","Avg. Active Threads Per Warp","","31.57",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","31.24",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Instruction Statistics","Avg. Executed Instructions Per Scheduler","inst","1960620.95",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Instruction Statistics","Executed Instructions","inst","1035207863",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Instruction Statistics","Avg. Issued Instructions Per Scheduler","inst","1960646.42",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Instruction Statistics","Issued Instructions","inst","1035221312",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","InstructionStats","","","","FPInstructions","OPT","This kernel executes 70778880 fused and 362807840 non-fused FP32 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP32 performance could be increased by up to 42% (relative to its current performance).","global","8.882"
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Launch Statistics","Block Size","","384",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Launch Statistics","Cluster Size","","0",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Launch Statistics","Grid Size","","132",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Launch Statistics","Registers Per Thread","register/thread","168",
"0","1123974","python3.10","127.0.0.1","front_b7b12","1","7","(384, 1, 1)","(132, 1, 1)","0","9.0","Launch Statistics","Shared Memory Configuration Size","Kbyte","233.47",
