module,L,mode,before_ms,after_ms,speedup,reduction_pct
opm,384,inference,0.7106259155273438,0.6847270202636718,1.0378236793601323,3.6445188245707083
opm,384,training,2.0061785888671877,1.9971405029296876,1.0045255133147828,0.4505125310206637
opm,768,inference,2.597364501953125,2.522824249267578,1.029546351755255,2.869841819640462
opm,768,training,7.460545654296875,7.405267944335938,1.0074646468401212,0.7409338743085137
pwa,384,inference,0.4022252655029297,0.4053446578979492,0.9923043456124568,-0.7755336779053712
pwa,384,training,1.5861293029785157,1.526525421142578,1.0390454564401064,3.7578198526444506
pwa,768,inference,1.303531494140625,1.30101318359375,1.0019356533651096,0.19319138495654808
pwa,768,training,4.112367248535156,3.9869338989257814,1.0314611058997418,3.050149513131506
