kernel,arch,dtype,bucket,modules,streams,lengths,units
layernorm_fwd_strided_triton,sm86,float32,"HAS_W=1,shape_key=8591508250",adaptive_layernorm|conditioned_transition,token_single,512,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=10133101309084863,layernorm_linear_pair_bias,token_pair,384,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=10133103456584895,layernorm_linear_pair_bias,token_pair,384,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=1125902054343871,layernorm_linear_pair_bias,token_pair,128,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=1125904201843903,layernorm_linear_pair_bias,token_pair,128,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=18014400656983231,layernorm_linear_pair_bias,token_pair,512,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=18014402804483263,layernorm_linear_pair_bias,token_pair,512,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=4503601774871743,layernorm_linear_pair_bias,token_pair,256,5
layernorm_linear_bwd_fp32_triton,sm86,bfloat16+float32,shape_key=4503603922371775,layernorm_linear_pair_bias,token_pair,256,5
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=10133101309084863,layernorm_linear_pair_bias,token_pair,384,6
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=10133103456584895,layernorm_linear_pair_bias,token_pair,384,6
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=1125902054343871,layernorm_linear_pair_bias,token_pair,128,6
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=1125904201843903,layernorm_linear_pair_bias,token_pair,128,6
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=18014400656983231,layernorm_linear_pair_bias,token_pair,512,6
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=18014402804483263,layernorm_linear_pair_bias,token_pair,512,6
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=4503601774871743,layernorm_linear_pair_bias,token_pair,256,6
layernorm_linear_fwd_fp32_triton,sm86,bfloat16+float32,shape_key=4503603922371775,layernorm_linear_pair_bias,token_pair,256,6
layernorm_linear_fwd_triton,sm86,bfloat16+float32,"HAS_BIAS=0,shape_key=10133101311200266",triangle_attention_bidirectional,token_pair,384,8
layernorm_linear_fwd_triton,sm86,bfloat16+float32,"HAS_BIAS=0,shape_key=10133103460781066",triangle_attention_bidirectional,token_pair,384,2
layernorm_linear_fwd_triton,sm86,bfloat16+float32,"HAS_BIAS=0,shape_key=10133107759942666",triangle_attention_bidirectional,token_pair,384,2
layernorm_linear_fwd_triton,sm86,bfloat16+float32,"HAS_BIAS=0,shape_key=18014400659098634",triangle_attention_bidirectional,token_pair,512,8
layernorm_linear_fwd_triton,sm86,bfloat16+float32,"HAS_BIAS=0,shape_key=18014402808679434",triangle_attention_bidirectional,token_pair,512,2
layernorm_linear_fwd_triton,sm86,bfloat16+float32,"HAS_BIAS=0,shape_key=18014407107841034",triangle_attention_bidirectional,token_pair,512,2
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=1099512154005,layernorm_linear_stats,token_pair,256,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=1099512678293,layernorm_linear_stats,token_pair,256,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=1099513726869,layernorm_linear_stats,token_pair,256,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=2150631317,adaptive_layernorm|conditioned_transition,token_single,128,25
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=2473901688725,layernorm_linear_stats,token_pair,384,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=2473902213013,layernorm_linear_stats,token_pair,384,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=2473903261589,layernorm_linear_stats,token_pair,384,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=274878433173,layernorm_linear_stats,token_pair,128,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=274878957461,layernorm_linear_stats,token_pair,128,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=274880006037,layernorm_linear_stats,token_pair,128,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=4298114965,adaptive_layernorm|conditioned_transition,token_single,256,25
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=4398047037333,layernorm_linear_stats,token_pair,512,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=4398047561621,layernorm_linear_stats,token_pair,512,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=4398048610197,layernorm_linear_stats,token_pair,512,1
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=6445598613,adaptive_layernorm|conditioned_transition,token_single,384,25
layernorm_stats_triton,sm86,bfloat16+float32,shape_key=8593082261,adaptive_layernorm|conditioned_transition,token_single,512,25
rmsnorm_fwd_triton,sm86,bfloat16+float32,"HAS_WEIGHT=0,shape_key=137439085338",swa_atom_attention,atom_single,2048,4
rmsnorm_fwd_triton,sm86,bfloat16+float32,"HAS_WEIGHT=0,shape_key=274878038810",swa_atom_attention,atom_single,4096|8192,8
rmsnorm_fwd_triton,sm86,bfloat16+float32,"HAS_WEIGHT=0,shape_key=68719608602",swa_atom_attention,atom_single,1024,4
rope_fwd_triton,sm86,bfloat16,shape_key=137439087108,swa_atom_attention,atom_single,8192,4
rope_fwd_triton,sm86,bfloat16,shape_key=17180002820,swa_atom_attention,atom_single,1024,4
rope_fwd_triton,sm86,bfloat16,shape_key=34359872004,swa_atom_attention,atom_single,2048,4
rope_fwd_triton,sm86,bfloat16,shape_key=68719610372,swa_atom_attention,atom_single,4096,4
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=10133101311166630",pairformer_block|transition,token_pair,384,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=10133103460747430",pairformer_block|transition,token_pair,384,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=10133105610328230",transition,token_pair,384,30
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=1125902056425638",pairformer_block|transition,token_pair,128,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=1125904206006438",pairformer_block|transition,token_pair,128,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=1125906355587238",transition,token_pair,128,30
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=17598634789030",transition,token_single,256,30
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=18014400659064998",pairformer_block|transition,token_pair,512,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=18014402808645798",pairformer_block|transition,token_pair,512,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=18014404958226598",transition,token_pair,512,30
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=26394727811238",transition,token_single,384,30
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=35190820833446",transition,token_single,512,30
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=4503601776953510",pairformer_block|transition,token_pair,256,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=4503603926534310",pairformer_block|transition,token_pair,256,56
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=4503606076115110",transition,token_pair,256,30
transition_bwd_swiglu_recompute_triton,sm86,bfloat16,"NORMALIZE=0,STORE_H=1,shape_key=8802541766822",transition,token_single,128,30
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=10133101311166630,pairformer_block|transition,token_pair,384,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=10133103460747430,pairformer_block|transition,token_pair,384,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=10133105610328230,transition,token_pair,384,38
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=1125902056425638,pairformer_block|transition,token_pair,128,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=1125904206006438,pairformer_block|transition,token_pair,128,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=1125906355587238,transition,token_pair,128,38
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=17598634789030,transition,token_single,256,38
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=18014400659064998,pairformer_block|transition,token_pair,512,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=18014402808645798,pairformer_block|transition,token_pair,512,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=18014404958226598,transition,token_pair,512,38
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=26394727811238,transition,token_single,384,38
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=35190820833446,transition,token_single,512,38
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=4503601776953510,pairformer_block|transition,token_pair,256,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=4503603926534310,pairformer_block|transition,token_pair,256,77
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=4503606076115110,transition,token_pair,256,38
transition_expand_swiglu_triton,sm86,bfloat16,shape_key=8802541766822,transition,token_single,128,38
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=2147551270,triangle_attention_heads,token_pair,128,28
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=2147616806,pairformer_block|triangle_attention_heads,token_pair,128,114
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=2147747878,triangle_attention_heads,token_pair,128,14
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=4295034918,triangle_attention_heads,token_pair,256,28
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=4295100454,pairformer_block|triangle_attention_heads,token_pair,256,114
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=4295231526,triangle_attention_heads,token_pair,256,14
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=6442518566,triangle_attention_heads,token_pair,384,28
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=6442584102,pairformer_block|triangle_attention_heads,token_pair,384,114
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=6442715174,triangle_attention_heads,token_pair,384,14
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=8590002214,triangle_attention_heads,token_pair,512,28
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=8590067750,pairformer_block|triangle_attention_heads,token_pair,512,114
triangle_attention_bwd_dkdv_triton,sm86,bfloat16+float32,shape_key=8590198822,triangle_attention_heads,token_pair,512,14
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=2147551270,triangle_attention_heads,token_pair,128,28
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=2147616806,pairformer_block|triangle_attention_heads,token_pair,128,114
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=2147747878,triangle_attention_heads,token_pair,128,14
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=4295034918,triangle_attention_heads,token_pair,256,28
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=4295100454,pairformer_block|triangle_attention_heads,token_pair,256,114
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=4295231526,triangle_attention_heads,token_pair,256,14
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=6442518566,triangle_attention_heads,token_pair,384,28
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=6442584102,pairformer_block|triangle_attention_heads,token_pair,384,114
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=6442715174,triangle_attention_heads,token_pair,384,14
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=8590002214,triangle_attention_heads,token_pair,512,28
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=8590067750,pairformer_block|triangle_attention_heads,token_pair,512,114
triangle_attention_bwd_dq_triton,sm86,bfloat16+float32,shape_key=8590198822,triangle_attention_heads,token_pair,512,14
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=2147551270,triangle_attention_heads,token_pair,128,28
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=2147616806,pairformer_block|triangle_attention_heads,token_pair,128,114
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=2147747878,triangle_attention_heads,token_pair,128,14
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=4295034918,triangle_attention_heads,token_pair,256,28
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=4295100454,pairformer_block|triangle_attention_heads,token_pair,256,114
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=4295231526,triangle_attention_heads,token_pair,256,14
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=6442518566,triangle_attention_heads,token_pair,384,28
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=6442584102,pairformer_block|triangle_attention_heads,token_pair,384,114
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=6442715174,triangle_attention_heads,token_pair,384,14
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=8590002214,triangle_attention_heads,token_pair,512,28
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=8590067750,pairformer_block|triangle_attention_heads,token_pair,512,114
triangle_attention_bwd_pre_triton,sm86,bfloat16+float32,shape_key=8590198822,triangle_attention_heads,token_pair,512,14
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=17592253286874,pairformer_block|triangle_attention_heads,token_pair,256,180
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=17592253417946,triangle_attention_heads,token_pair,256,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=17592320330202,triangle_attention_heads,token_pair,256,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=17592454547930,triangle_attention_heads,token_pair,256,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=26388346309082,pairformer_block|triangle_attention_heads,token_pair,384,180
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=26388346440154,triangle_attention_heads,token_pair,384,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=26388413352410,triangle_attention_heads,token_pair,384,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=26388547570138,triangle_attention_heads,token_pair,384,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=35184439331290,pairformer_block|triangle_attention_heads,token_pair,512,180
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=35184439462362,triangle_attention_heads,token_pair,512,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=35184506374618,triangle_attention_heads,token_pair,512,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=35184640592346,triangle_attention_heads,token_pair,512,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=8796160264666,pairformer_block|triangle_attention_heads,token_pair,128,180
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=8796160395738,triangle_attention_heads,token_pair,128,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=8796227307994,triangle_attention_heads,token_pair,128,24
triangle_attention_fwd_triton,sm86,bfloat16+float32,shape_key=8796361525722,triangle_attention_heads,token_pair,128,24
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=2148010500,pairformer_block|triangle_multiplication,token_pair,128,92
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=2148534788,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,106
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=2149583364,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,56
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=2151680516,triangle_multiplication_bidirectional,token_pair,128,14
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=4295494148,pairformer_block|triangle_multiplication,token_pair,256,92
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=4296018436,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,106
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=4297067012,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,56
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=4299164164,triangle_multiplication_bidirectional,token_pair,256,14
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=6442977796,pairformer_block|triangle_multiplication,token_pair,384,92
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=6443502084,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,106
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=6444550660,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,56
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=6446647812,triangle_multiplication_bidirectional,token_pair,384,14
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=8590461444,pairformer_block|triangle_multiplication,token_pair,512,92
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=8590985732,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,106
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=8592034308,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,56
trimul_bwd_gate_packed_triton,sm86,bfloat16,shape_key=8594131460,triangle_multiplication_bidirectional,token_pair,512,14
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=2148008730,tm1,token_pair,128,1
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=2148533018,tm1,token_pair,128,1
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=4295492378,tm1,token_pair,256,1
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=4296016666,tm1,token_pair,256,1
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=6442976026,tm1,token_pair,384,1
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=6443500314,tm1,token_pair,384,1
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=8590459674,tm1,token_pair,512,1
trimul_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=8590983962,tm1,token_pair,512,1
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=17594334055814",pairformer_block|triangle_multiplication,token_pair,256,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=17596481539462",triangle_multiplication_bidirectional,token_pair,256,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=17596482063750",pairformer_block|triangle_multiplication,token_pair,256,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=17600777031046",triangle_multiplication_bidirectional,token_pair,256,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=17600778079622",triangle_multiplication,token_pair,256,11
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=17609368014214",triangle_multiplication_bidirectional,token_pair,256,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=26390427078022",pairformer_block|triangle_multiplication,token_pair,384,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=26392574561670",triangle_multiplication_bidirectional,token_pair,384,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=26392575085958",pairformer_block|triangle_multiplication,token_pair,384,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=26396870053254",triangle_multiplication_bidirectional,token_pair,384,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=26396871101830",triangle_multiplication,token_pair,384,11
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=26405461036422",triangle_multiplication_bidirectional,token_pair,384,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=35186520100230",pairformer_block|triangle_multiplication,token_pair,512,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=35188667583878",triangle_multiplication_bidirectional,token_pair,512,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=35188668108166",pairformer_block|triangle_multiplication,token_pair,512,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=35192963075462",triangle_multiplication_bidirectional,token_pair,512,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=35192964124038",triangle_multiplication,token_pair,512,11
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=35201554058630",triangle_multiplication_bidirectional,token_pair,512,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=8798241033606",pairformer_block|triangle_multiplication,token_pair,128,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=8800388517254",triangle_multiplication_bidirectional,token_pair,128,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=8800389041542",pairformer_block|triangle_multiplication,token_pair,128,35
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=8804684008838",triangle_multiplication_bidirectional,token_pair,128,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=8804685057414",triangle_multiplication,token_pair,128,11
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=0,shape_key=8813274992006",triangle_multiplication_bidirectional,token_pair,128,5
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=17594334055814",pairformer_block|triangle_multiplication,token_pair,256,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=17596481539462",triangle_multiplication_bidirectional,token_pair,256,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=17596482063750",pairformer_block|triangle_multiplication,token_pair,256,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=17600777031046",triangle_multiplication_bidirectional,token_pair,256,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=17600778079622",triangle_multiplication,token_pair,256,27
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=17609368014214",triangle_multiplication_bidirectional,token_pair,256,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=26390427078022",pairformer_block|triangle_multiplication,token_pair,384,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=26392574561670",triangle_multiplication_bidirectional,token_pair,384,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=26392575085958",pairformer_block|triangle_multiplication,token_pair,384,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=26396870053254",triangle_multiplication_bidirectional,token_pair,384,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=26396871101830",triangle_multiplication,token_pair,384,27
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=26405461036422",triangle_multiplication_bidirectional,token_pair,384,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=35186520100230",pairformer_block|triangle_multiplication,token_pair,512,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=35188667583878",triangle_multiplication_bidirectional,token_pair,512,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=35188668108166",pairformer_block|triangle_multiplication,token_pair,512,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=35192963075462",triangle_multiplication_bidirectional,token_pair,512,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=35192964124038",triangle_multiplication,token_pair,512,27
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=35201554058630",triangle_multiplication_bidirectional,token_pair,512,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=8798241033606",pairformer_block|triangle_multiplication,token_pair,128,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=8800388517254",triangle_multiplication_bidirectional,token_pair,128,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=8800389041542",pairformer_block|triangle_multiplication,token_pair,128,77
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=8804684008838",triangle_multiplication_bidirectional,token_pair,128,13
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=8804685057414",triangle_multiplication,token_pair,128,27
trimul_gemm_gate_mmajor_triton,sm86,bfloat16,"SAVE_PREACT=1,shape_key=8813274992006",triangle_multiplication_bidirectional,token_pair,128,13
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=2148008730,tm1,token_pair,128,2
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=2148533018,tm1,token_pair,128,2
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=4295492378,tm1,token_pair,256,2
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=4296016666,tm1,token_pair,256,2
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=6442976026,tm1,token_pair,384,2
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=6443500314,tm1,token_pair,384,2
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=8590459674,tm1,token_pair,512,2
trimul_gemm_gate_triton,sm86,bfloat16,shape_key=8590983962,tm1,token_pair,512,2
trimul_outproj_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=2148008730,tm2,token_pair,128,1
trimul_outproj_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=2148533018,tm2,token_pair,128,1
trimul_outproj_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=4295492378,tm2,token_pair,256,1
trimul_outproj_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=4296016666,tm2,token_pair,256,1
trimul_outproj_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=6442976026,tm2,token_pair,384,1
trimul_outproj_bwd_gate_recompute_triton,sm86,bfloat16,shape_key=6443500314,tm2,token_pair,384,1
