kernel,arch,dtype,bucket,modules,streams,lengths,units
gated_projection_gate_res_triton,sm86,bfloat16,shape_key=6444548890,triangle_multiplication_bidirectional,token_pair,384,1
gated_projection_gate_res_triton,sm86,bfloat16,shape_key=8590459674,triangle_multiplication_bidirectional,token_pair,512,1
gated_projection_gate_res_triton,sm86,bfloat16,shape_key=8590983962,triangle_multiplication_bidirectional,token_pair,512,1
gated_projection_gate_res_triton,sm86,bfloat16,shape_key=8592032538,triangle_multiplication_bidirectional,token_pair,512,1
gated_projection_gate_triton,sm86,bfloat16,shape_key=1099512155989,gated_projection,token_pair,256,3
gated_projection_gate_triton,sm86,bfloat16,shape_key=1099512680277,gated_projection,token_pair,256,3
gated_projection_gate_triton,sm86,bfloat16,shape_key=2473901690709,gated_projection,token_pair,384,3
gated_projection_gate_triton,sm86,bfloat16,shape_key=2473902214997,gated_projection,token_pair,384,3
gated_projection_gate_triton,sm86,bfloat16,shape_key=274878435157,gated_projection,token_pair,128,3
gated_projection_gate_triton,sm86,bfloat16,shape_key=274878959445,gated_projection,token_pair,128,3
gated_projection_gate_triton,sm86,bfloat16,shape_key=4398047039317,gated_projection,token_pair,512,3
gated_projection_gate_triton,sm86,bfloat16,shape_key=4398047563605,gated_projection,token_pair,512,3
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=2148008730,pairformer_block|triangle_multiplication,token_pair,128|256|384|512,368
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=2148533018,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128|256|384|512,424
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=2149057306,adaptive_layernorm|conditioned_transition,token_single,128,20
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=2149581594,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128|256|384|512,224
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=2151678746,triangle_multiplication_bidirectional,token_pair,128|256|384|512,56
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=4296540954,adaptive_layernorm|conditioned_transition,token_single,256,20
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=6444024602,adaptive_layernorm|conditioned_transition,token_single,384,20
layernorm_bwd_atomic_strided_triton,sm86,bfloat16+float32,shape_key=8591508250,adaptive_layernorm|conditioned_transition,token_single,512,20
layernorm_bwd_atomic_strided_triton,sm86,float32,shape_key=2149057306,adaptive_layernorm|conditioned_transition,token_single,128,20
layernorm_bwd_atomic_strided_triton,sm86,float32,shape_key=4296540954,adaptive_layernorm|conditioned_transition,token_single,256,20
layernorm_bwd_atomic_strided_triton,sm86,float32,shape_key=6444024602,adaptive_layernorm|conditioned_transition,token_single,384,20
layernorm_bwd_atomic_strided_triton,sm86,float32,shape_key=8591508250,adaptive_layernorm|conditioned_transition,token_single,512,20
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099512152858",msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,256,160
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099512677146",pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,152
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099513201434",transition,token_pair,256,28
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099513725722",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,52
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=17180132122",msa_pair_weighted_averaging|outer_product_mean,msa_token,128,316
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=17180394266",msa_pair_weighted_averaging|outer_product_mean,msa_token,128,7
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2149057306",transition,token_single,128,780
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473901687578",msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_attention_heads|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,384,246
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473902211866",pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,198
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473902736154",transition,token_pair,384,28
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473903260442",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,50
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274878432026",msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,128,2935
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274878956314",pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,2548
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274879480602",transition,token_pair,128,774
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274880004890",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,304
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=34360001306",msa_pair_weighted_averaging|outer_product_mean,msa_token,256|384,14
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=34360263450",msa_pair_weighted_averaging|outer_product_mean,msa_token,256|384,14
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4296540954",transition,token_single,256,781
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398047036186",msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_attention_heads|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,512,246
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398047560474",pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,198
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398048084762",transition,token_pair,512,28
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398048609050",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,50
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=6444024602",transition,token_single,384,787
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=68719739674",msa_pair_weighted_averaging|outer_product_mean,msa_token,512,7
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=68720001818",msa_pair_weighted_averaging|outer_product_mean,msa_token,512,7
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=8591508250",transition,token_single,512,785
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=1099512152858",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=1099512677146",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=1099513725722",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,16
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=2473901687578",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=2473902211866",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=2473903260442",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,16
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=274878432026",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=274878956314",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=274880004890",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,16
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=4398047036186",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=4398047560474",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,18
layernorm_bwd_atomic_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=4398048609050",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,16
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=1099512152858,msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional,msa_token|token_pair,256,5
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=1099512677146,pairformer_block|transition|triangle_attention_bidirectional,token_pair,256,3
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=1099513201434,transition,token_pair,256,1
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=1099513725722,triangle_attention_bidirectional,token_pair,256,1
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=17180132122,msa_pair_weighted_averaging|outer_product_mean,msa_token,128,254
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=17180394266,msa_pair_weighted_averaging|outer_product_mean,msa_token,128,2
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=2149057306,transition,token_single,128,610
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=2473901687578,msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_attention_heads,msa_token|token_pair,384,16
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=2473902211866,pairformer_block|transition|triangle_attention_bidirectional,token_pair,384,6
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=2473902736154,transition,token_pair,384,1
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=2473903260442,triangle_attention_bidirectional,token_pair,384,2
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=274878432026,msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional,msa_token|token_pair,128,2274
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=274878956314,pairformer_block|transition|triangle_attention_bidirectional,token_pair,128,1958
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=274879480602,transition,token_pair,128,611
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=274880004890,triangle_attention_bidirectional,token_pair,128,205
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=34360001306,msa_pair_weighted_averaging|outer_product_mean,msa_token,256|384,4
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=34360263450,msa_pair_weighted_averaging|outer_product_mean,msa_token,256|384,4
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=4296540954,transition,token_single,256,614
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=4398047036186,msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_attention_heads,msa_token|token_pair,512,16
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=4398047560474,pairformer_block|transition|triangle_attention_bidirectional,token_pair,512,6
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=4398048084762,transition,token_pair,512,1
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=4398048609050,triangle_attention_bidirectional,token_pair,512,2
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=6444024602,transition,token_single,384,614
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=68719739674,msa_pair_weighted_averaging|outer_product_mean,msa_token,512,2
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=68720001818,msa_pair_weighted_averaging|outer_product_mean,msa_token,512,2
layernorm_bwd_split_triton,sm86,bfloat16+float32,shape_key=8591508250,transition,token_single,512,613
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=1099512678916,triangle_multiplication_bidirectional,token_pair,256,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=1099513727492,triangle_multiplication_bidirectional,token_pair,256,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=1099515824644,triangle_multiplication_bidirectional,token_pair,256,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=2473902213636,triangle_multiplication_bidirectional,token_pair,384,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=2473903262212,triangle_multiplication_bidirectional,token_pair,384,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=2473905359364,triangle_multiplication_bidirectional,token_pair,384,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=274878958084,triangle_multiplication_bidirectional,token_pair,128,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=274880006660,triangle_multiplication_bidirectional,token_pair,128,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=274882103812,triangle_multiplication_bidirectional,token_pair,128,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=4398047562244,triangle_multiplication_bidirectional,token_pair,512,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=4398048610820,triangle_multiplication_bidirectional,token_pair,512,1
layernorm_fwd_mmajor_triton,sm86,bfloat16+float32,shape_key=4398050707972,triangle_multiplication_bidirectional,token_pair,512,1
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=2148010500,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=2148534788,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=2149583364,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,8
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=4295494148,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=4296018436,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=4297067012,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,8
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=6442977796,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=6443502084,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=6444550660,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,8
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=8590461444,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=8590985732,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,10
layernorm_fwd_rowscale_triton,sm86,bfloat16+float32,shape_key=8592034308,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,8
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=137439478554,adaptive_layernorm|conditioned_transition,atom_single,8192,20
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=17180394266,adaptive_layernorm|conditioned_transition,atom_single,1024,20
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=2148008730,pairformer_block|triangle_multiplication,token_pair,128|256|384|512,376
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=2148533018,pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128|256|384|512,432
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=2149057306,adaptive_layernorm|conditioned_transition,token_single,128,20
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=2149581594,triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128|256|384|512,224
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=2151678746,triangle_multiplication_bidirectional,token_pair,128|256|384|512,56
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=34360263450,adaptive_layernorm|conditioned_transition,atom_single,2048,20
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=4296540954,adaptive_layernorm|conditioned_transition,token_single,256,20
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=6444024602,adaptive_layernorm|conditioned_transition,token_single,384,20
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=68720001818,adaptive_layernorm|conditioned_transition,atom_single,4096,20
layernorm_fwd_saveact_strided_triton,sm86,bfloat16+float32,shape_key=8591508250,adaptive_layernorm|conditioned_transition,token_single,512,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=137439478554,adaptive_layernorm|conditioned_transition,atom_single,8192,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=17180394266,adaptive_layernorm|conditioned_transition,atom_single,1024,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=2149057306,adaptive_layernorm|conditioned_transition,token_single,128,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=34360263450,adaptive_layernorm|conditioned_transition,atom_single,2048,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=4296540954,adaptive_layernorm|conditioned_transition,token_single,256,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=6444024602,adaptive_layernorm|conditioned_transition,token_single,384,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=68720001818,adaptive_layernorm|conditioned_transition,atom_single,4096,20
layernorm_fwd_saveact_strided_triton,sm86,float32,shape_key=8591508250,adaptive_layernorm|conditioned_transition,token_single,512,20
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099512152858",layernorm_lowreg|layernorm_transpose|msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,256,247
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099512677146",layernorm_lowreg|layernorm_transpose|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,233
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099513201434",transition,token_pair,256,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=1099513725722",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,80
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=17180132122",msa_pair_weighted_averaging|outer_product_mean,msa_token,128,13
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=17180394266",msa_pair_weighted_averaging|outer_product_mean,msa_token,128,13
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2149057306",transition,token_single,128,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473901687578",layernorm_lowreg|layernorm_transpose|msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_attention_heads|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,384,413
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473902211866",layernorm_lowreg|layernorm_transpose|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,309
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473902736154",transition,token_pair,384,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=2473903260442",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,78
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274878432026",layernorm_lowreg|layernorm_transpose|msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,128,247
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274878956314",layernorm_lowreg|layernorm_transpose|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,233
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274879480602",transition,token_pair,128,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=274880004890",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,80
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=34360001306",msa_pair_weighted_averaging|outer_product_mean,msa_token,256|384,26
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=34360263450",msa_pair_weighted_averaging|outer_product_mean,msa_token,256|384,26
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4296540954",transition,token_single,256,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398047036186",layernorm_lowreg|layernorm_transpose|msa_pair_weighted_averaging|pairformer_block|transition|triangle_attention_bidirectional|triangle_attention_heads|triangle_multiplication|triangle_multiplication_bidirectional,msa_token|token_pair,512,413
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398047560474",layernorm_lowreg|layernorm_transpose|pairformer_block|transition|triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,309
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398048084762",transition,token_pair,512,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=4398048609050",triangle_attention_bidirectional|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,78
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=6444024602",transition,token_single,384,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=68719739674",msa_pair_weighted_averaging|outer_product_mean,msa_token,512,13
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=68720001818",msa_pair_weighted_averaging|outer_product_mean,msa_token,512,13
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=0,shape_key=8591508250",transition,token_single,512,38
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=1099512152858",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=1099512677146",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=1099513725722",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,256,16
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=2473901687578",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=2473902211866",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=2473903260442",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,384,16
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=274878432026",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=274878956314",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=274880004890",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,128,16
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=4398047036186",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=4398047560474",pairformer_block|triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,18
layernorm_fwd_saveact_triton,sm86,bfloat16+float32,"HAS_ROWSCALE=1,shape_key=4398048609050",triangle_multiplication|triangle_multiplication_bidirectional,token_pair,512,16
layernorm_fwd_strided_triton,sm86,bfloat16,"HAS_W=1,shape_key=2149057306",adaptive_layernorm|conditioned_transition,token_single,128,5
layernorm_fwd_strided_triton,sm86,bfloat16,"HAS_W=1,shape_key=4296540954",adaptive_layernorm|conditioned_transition,token_single,256,5
layernorm_fwd_strided_triton,sm86,bfloat16,"HAS_W=1,shape_key=6444024602",adaptive_layernorm|conditioned_transition,token_single,384,5
layernorm_fwd_strided_triton,sm86,bfloat16,"HAS_W=1,shape_key=8591508250",adaptive_layernorm|conditioned_transition,token_single,512,5
layernorm_fwd_strided_triton,sm86,float32,"HAS_W=1,shape_key=2149057306",adaptive_layernorm|conditioned_transition,token_single,128,5
layernorm_fwd_strided_triton,sm86,float32,"HAS_W=1,shape_key=4296540954",adaptive_layernorm|conditioned_transition,token_single,256,5
layernorm_fwd_strided_triton,sm86,float32,"HAS_W=1,shape_key=6444024602",adaptive_layernorm|conditioned_transition,token_single,384,5
